﻿TreeNumber,Species,City,Longitude,Latitude,Tract
2020022266,Celtis sinensis,Long Beach,-118.210282,33.818969,6037572302
2020022268,Celtis sinensis,Long Beach,-118.210918,33.818967,6037572302
2020022269,Celtis sinensis,Long Beach,-118.211186,33.819452,6037572302
2020022272,Celtis sinensis,Long Beach,-118.211557,33.818811,6037572302
2020022274,Celtis sinensis,Long Beach,-118.211725,33.818811,6037572302
2020022275,Celtis sinensis,Long Beach,-118.211827,33.818811,6037572302
2020022280,Cinnamomum camphora,Long Beach,-118.207766,33.819829,6037572400
2020022281,Cinnamomum camphora,Long Beach,-118.207768,33.819888,6037572400
2020012401,Ulmus parvifolia,Long Beach,-118.11547,33.797531,6037574300
2020020501,Punica granatum,Long Beach,-118.203391,33.793896,6037573003
2020021002,Punica granatum,Long Beach,-118.182457,33.867211,6037570501
2020021201,Prunus persica,Long Beach,-118.176952,33.79522,6037573300
2020021301,Tabebuia avellanedae,Long Beach,-118.182106,33.798996,6037573201
2020021302,Persea americana,Long Beach,-118.1821,33.799023,6037573201
2020022401,Tabebuia avellanedae,Long Beach,-118.141388,33.792942,6037574902
2020022402,Tabebuia avellanedae,Long Beach,-118.141321,33.792921,6037574902
2020022802,Cercis canadensis,Long Beach,-118.191394,33.848003,6037571703
2020030901,Persea americana,Long Beach,-118.196862,33.799691,6037573100
2020031101,Lagerstroemia indica,Long Beach,-118.095626,33.821166,6037573800
2020031602,Chitalpa tashkentensis,Long Beach,-118.197956,33.776201,6037575802
2020031603,Chitalpa tashkentensis,Long Beach,-118.197958,33.776247,6037575802
2020031604,Bauhinia variegata,Long Beach,-118.19815,33.776109,6037575802
2020031607,Alnus rhombifolia,Long Beach,-118.144328,33.762125,6073016302
2020031805,Cercis canadensis,Long Beach,-118.200554,33.775982,6037575801
2020031806,Cercis canadensis,Long Beach,-118.200554,33.775982,6037575801
2020032002,Quercus agrifolia,Long Beach,-118.175213,33.873729,6037570202
2020032003,Jacaranda mimosifolia,Long Beach,-118.187871,33.840225,6037571502
2020032004,Cercis occidentalis,Long Beach,-118.1746,33.864149,6037570502
2020032005,Chitalpa tashkentensis,Long Beach,-118.174685,33.864149,6037570502
2020032302,Tabebuia avellanedae,Long Beach,-118.181263,33.775671,6037576302
2020032502,Persea americana,Long Beach,-118.196863,33.816949,6037572201
2020032701,Lagerstroemia indica,Long Beach,-118.113043,33.820062,6037573700
2020032703,Cassia leptophylla,Long Beach,-118.126701,33.822141,6037573601
2020032705,Tipuana tipu,Long Beach,-118.14455,33.793472,6037575001
2020033003,Prunus persica,Long Beach,-118.192431,33.79772,6037573100
2020041501,Lagerstroemia indica,Long Beach,-118.200173,33.872054,6037570402
2020041503,Lagerstroemia indica,Long Beach,-118.181996,33.864666,6037570501
2020042001,Cinnamomum camphora,Long Beach,-118.105185,33.789037,6037574500
2020042003,Albizia julibrissin,Long Beach,-118.103683,33.804132,6037574400
2020042903,Lagerstroemia indica,Long Beach,-118.129424,33.836348,6037571200
2020050102,Lagerstroemia indica,Long Beach,-118.10046,33.8293,6037573700
2020060802,Cercidium hybrid,Long Beach,-118.11822,33.816613,6037574100
2020061002,Quercus ilex,Long Beach,-118.115471,33.797707,6037574300
2020061201,Olea europaea,Long Beach,-118.10465,33.771752,6037577602
2020061202,Olea europaea,Long Beach,-118.105013,33.771875,6037577602
2020061901,Cercidium hybrid,Long Beach,-118.190618,33.864243,6037570301
2020061903,Cercidium hybrid,Long Beach,-118.190497,33.864232,6037570301
2020062402,Cercis occidentalis,Long Beach,-118.166343,33.860034,6037570603
2020040101,Persea americana,Long Beach,-118.200495,33.795194,6037573003
2020040201,Persea americana,Long Beach,-118.201476,33.802334,6037573100
2020040302,Persea americana,Long Beach,-118.193864,33.880438,6037570404
2020051501,Persea americana,Long Beach,-118.175757,33.79546,6037573300
2020051101,Persea americana,Long Beach,-118.199604,33.819279,6037572100
2020051102,Prunus persica,Long Beach,-118.195226,33.7934,6037573004
2020051104,Prunus persica,Long Beach,-118.216241,33.809852,6037572600
2020051302,Prunus persica,Long Beach,-118.182152,33.862182,6037570501
2020052004,Persea americana,Long Beach,-118.178123,33.869566,6037570501
2020060501,Persea americana,Long Beach,-118.198764,33.820047,6037572100
2020060502,Persea americana,Long Beach,-118.194359,33.813583,6037572201
2018092204,Platanus racemosa,Long Beach,-118.129001,33.813916,6037574100
2018092207,Platanus racemosa,Long Beach,-118.128001,33.814888,6037574100
2018092209,Lophostemon confertus,Long Beach,-118.128001,33.811555,6037574100
2018092214,Lophostemon confertus,Long Beach,-118.127001,33.811555,6037574100
2018092215,Jacaranda mimosifolia,Long Beach,-118.126001,33.812465,6037574100
2018092218,Lophostemon confertus,Long Beach,-118.127001,33.811555,6037574100
2018092220,Lophostemon confertus,Long Beach,-118.127001,33.811555,6037574100
2018092222,Lophostemon confertus,Long Beach,-118.127001,33.811444,6037574100
2018092226,Pinus canariensis,Long Beach,-118.126001,33.811666,6037574100
2018092230,Pinus canariensis,Long Beach,-118.126001,33.812833,6037574100
2018092232,Pinus canariensis,Long Beach,-118.126001,33.813805,6037574100
2018092236,Lagerstroemia indica,Long Beach,-118.126001,33.813888,6037574100
2018092243,Ulmus parvifolia,Long Beach,-118.129001,33.814583,6037574100
2018092244,Ulmus parvifolia,Long Beach,-118.129001,33.814583,6037574100
2018092245,Ulmus parvifolia,Long Beach,-118.129001,33.814611,6037574100
2018092249,Ulmus parvifolia,Long Beach,-118.128001,33.814472,6037574100
2018092250,Ulmus parvifolia,Long Beach,-118.128001,33.814472,6037574100
2018092252,Ulmas parvifolia,Long Beach,-118.128001,33.813277,6037574100
2018092257,Ulmus parvifolia,Long Beach,-118.126001,33.812194,6037574100
2018092262,Ulmus parvifolia,Long Beach,-118.126001,33.811888,6037574100
2018092263,Ulmus parvifolia,Long Beach,-118.126001,33.814666,6037574100
2018092274,Jacaranda mimosifolia,Long Beach,-118.129001,33.814472,6037574100
2018092283,Jacaranda mimosifolia,Long Beach,-118.126001,33.813222,6037574100
2018092284,Langerstroemia Indica,Long Beach,-118.126001,33.813277,6037574100
2018092286,Langerstroemia Indica,Long Beach,-118.126001,33.813181,6037574100
2018092287,Langerstroemia Indica,Long Beach,-118.127001,33.812027,6037574100
2018092291,Langerstroemia Indica,Long Beach,-118.126001,33.812638,6037574100
2018092293,Langerstroemia Indica,Long Beach,-118.126001,33.812861,6037574100
2018092294,Langerstroemia Indica,Long Beach,-118.126001,33.812972,6037574100
2018092298,Langerstroemia Indica,Long Beach,-118.129001,33.813111,6037574100
20180922102,Ulmus parvifolia,Long Beach,-118.128001,33.811416,6037574100
20180922105,Ulmus parvifolia,Long Beach,-118.127001,33.811416,6037574100
20180922109,Lophostemon confertus,Long Beach,-118.127001,33.813111,6037574100
20180922116,Lophostemon confertus,Long Beach,-118.129001,33.813111,6037574100
20180922117,Lophostemon confertus,Long Beach,-118.129001,33.813111,6037574100
2018102001,Tabebuia avellanedae,Long Beach,-118.171972,33.779472,6037576403
2018102003,Ulmus parvifolia,Long Beach,-118.172056,33.781417,6037576402
2018102007,Lophostemon confertus,Long Beach,-118.171001,33.779889,6037576403
2018102011,Lophostemon confertus,Long Beach,-118.171001,33.780417,6037576403
2018102013,Lophostemon confertus,Long Beach,-118.170861,33.780556,6037576403
2018102019,Tabebuia avellanedae,Long Beach,-118.169889,33.781917,6037576403
2018102023,Langerstroemia Indica,Long Beach,-118.167611,33.780011,6037576403
2018102026,Langerstroemia Indica,Long Beach,-118.167751,33.780444,6037576403
2018102031,Langerstroemia Indica,Long Beach,-118.167722,33.781083,6037576403
2018102035,Tabebuia avellanedae,Long Beach,-118.175306,33.780833,6037576403
2018102041,Tabebuia avellanedae,Long Beach,-118.170972,33.780611,6037576403
2018102042,Tabebuia avellanedae,Long Beach,-118.171056,33.780694,6037576403
2018102046,Tabebuia avellanedae,Long Beach,-118.169639,33.780833,6037576403
2018102048,Tabebuia avellanedae,Long Beach,-118.169139,33.780861,6037576403
2018102050,Tabebuia avellanedae,Long Beach,-118.176306,33.779944,6037576403
2018102052,Tabebuia avellanedae,Long Beach,-118.176251,33.780139,6037576403
2018102060,Podocarpus macrophyllus,Long Beach,-118.175001,33.781751,6037576403
2018102063,Podocarpus macrophyllus,Long Beach,-118.174833,33.782167,6037576403
2018102073,Langerstroemia Indica,Long Beach,-118.173583,33.780139,6037576403
2018102074,Langerstroemia Indica,Long Beach,-118.173583,33.780194,6037576403
2018102076,Langerstroemia Indica,Long Beach,-118.173694,33.780389,6037576403
2018102078,Langerstroemia Indica,Long Beach,-118.173583,33.780639,6037576403
2018102081,Langerstroemia Indica,Long Beach,-118.173611,33.781722,6037576403
2018100501,Jacardanda mimosifolia,Long Beach,-118.148001,33.802771,6037574202
2018111701,Ulmus parvifolia,Long Beach,-118.218778,33.797222,6037572700
2018111702,Ulmus parvifolia,Long Beach,-118.218917,33.797222,6037572700
2018111703,Ulmus parvifolia,Long Beach,-118.219083,33.797222,6037572700
2018111704,Ulmus parvifolia,Long Beach,-118.218306,33.797251,6037572700
2018111707,Geijera parviflora,Long Beach,-118.218667,33.798889,6037572700
2018111710,Ulmus parvifolia,Long Beach,-118.215778,33.800694,6037572700
2018111714,Ulmus parvifolia,Long Beach,-118.218333,33.800694,6037572700
2018111719,Ulmus parvifolia,Long Beach,-118.217694,33.797583,6037572700
2018111722,Ulmus parvifolia,Long Beach,-118.217667,33.797889,6037572700
2018111723,Ulmus parvifolia,Long Beach,-118.217694,33.797922,6037572700
2018111732,Ulmus parvifolia,Long Beach,-118.217556,33.798694,6037572700
2018111733,Ulmus parvifolia,Long Beach,-118.217694,33.801111,6037572700
2018111737,Ulmus parvifolia,Long Beach,-118.217556,33.803083,6037572700
2018111752,Langerstroemia Indica,Long Beach,-118.218611,33.803511,6037572700
2018111753,Langerstroemia Indica,Long Beach,-118.218778,33.803833,6037572700
2018111755,Langerstroemia Indica,Long Beach,-118.219056,33.802528,6037572700
2018111756,Langerstroemia Indica,Long Beach,-118.219306,33.802511,6037572700
2018111757,Langerstroemia Indica,Long Beach,-118.219361,33.802511,6037572700
2018111761,Tabebuia avellanedae,Long Beach,-118.219694,33.798501,6037572700
2018111764,Tabebuia avellanedae,Long Beach,-118.219722,33.799667,6037572700
2018111767,Tabebuia avellanedae,Long Beach,-118.219722,33.801944,6037572700
2018111770,Tabebuia avellanedae,Long Beach,-118.219722,33.802361,6037572700
2018111773,Tabebuia avellanedae,Long Beach,-118.219694,33.803278,6037572700
2018111774,Tabebuia avellanedae,Long Beach,-118.219722,33.803722,6037572700
2018111775,Ulmus parvifolia,Long Beach,-118.219694,33.803861,6037572800
2018111777,Ulmus parvifolia,Long Beach,-118.219889,33.804011,6037572800
2018111778,Ulmus parvifolia,Long Beach,-118.219889,33.803944,6037572800
2018111782,Ulmus parvifolia,Long Beach,-118.219861,33.803639,6037572800
2018111783,Ulmus parvifolia,Long Beach,-118.219889,33.803583,6037572800
2018111792,Ulmus parvifolia,Long Beach,-118.216583,33.799333,6037572700
2018111795,Langerstroemia Indica,Long Beach,-118.216333,33.802639,6037572700
2018111797,Ulmus parvifolia,Long Beach,-118.216444,33.802806,6037572700
2018111801,Lagerstroemia indica,Long Beach,-118.219571,33.802511,6037572700
2018111301,Tabebuia avellanedae,Long Beach,-118.189167,33.771583,6037576200
2018111304,Ulmus parvifolia,Long Beach,-118.187751,33.776167,6037576301
2018111306,Langerstroemia Indica,Long Beach,-118.186444,33.770972,6037576200
2018111308,Langerstroemia Indica,Long Beach,-118.186278,33.772083,6037576200
2018121501,Tabebuia avellanedae,Long Beach,-118.169111,33.847417,6037571503
2018121503,Tabebuia avellanedae,Long Beach,-118.168972,33.847778,6037571503
2018121504,Tabebuia avellanedae,Long Beach,-118.168833,33.847694,6037571503
2018121506,Tabebuia avellanedae,Long Beach,-118.168278,33.848528,6037571503
2018121507,Tabebuia avellanedae,Long Beach,-118.168361,33.848889,6037571503
2018121511,Tabebuia avellanedae,Long Beach,-118.168389,33.849139,6037571503
2018121516,Tabebuia avellanedae,Long Beach,-118.168361,33.849722,6037571503
2018121517,Tabebuia avellanedae,Long Beach,-118.168306,33.849833,6037571503
2018121518,Tabebuia avellanedae,Long Beach,-118.168278,33.866583,6037571503
2018121523,Langerstroemia Indica,Long Beach,-118.170639,33.850639,6037570602
2018121528,Langerstroemia Indica,Long Beach,-118.169472,33.850389,6037570602
2018121536,Langerstroemia Indica,Long Beach,-118.168778,33.850167,6037570602
2018121538,Hymenosporum flavum,Long Beach,-118.171778,33.847501,6037570602
2018121539,Hymenosporum flavum,Long Beach,-118.171694,33.847583,6037570602
2018121541,Hymenosporum flavum,Long Beach,-118.171556,33.847472,6037570602
2018121542,Hymenosporum flavum,Long Beach,-118.170556,33.847472,6037570602
2018121543,Hymenosporum flavum,Long Beach,-118.170501,33.847556,6037570602
2018121547,Hymenosporum flavum,Long Beach,-118.169306,33.847251,6037570602
2018121550,Podocarpus macrophyllus,Long Beach,-118.170056,33.848861,6037570602
2018121551,Langerstroemia Indica,Long Beach,-118.171139,33.848028,6037570602
2018121554,Langerstroemia Indica,Long Beach,-118.171167,33.848444,6037570602
2018121555,Langerstroemia Indica,Long Beach,-118.171194,33.848556,6037570602
2018121556,Langerstroemia Indica,Long Beach,-118.171194,33.848611,6037570602
2018121563,Langerstroemia Indica,Long Beach,-118.176722,33.849251,6037570602
2018121564,Langerstroemia Indica,Long Beach,-118.176722,33.849222,6037570602
2018121569,Langerstroemia Indica,Long Beach,-118.176722,33.849583,6037570602
2018121570,Langerstroemia Indica,Long Beach,-118.176722,33.849667,6037570602
2018121574,Hymenosporum flavum,Long Beach,-118.176722,33.848528,6037570602
2018121576,Hymenosporum flavum,Long Beach,-118.176722,33.849028,6037570602
2018121578,Hymenosporum flavum,Long Beach,-118.176722,33.849167,6037570602
2018121585,Podocarpus macrophyllus,Long Beach,-118.171944,33.848528,6037570602
2018121587,Podocarpus macrophyllus,Long Beach,-118.172083,33.848806,6037570602
2018121590,Podocarpus macrophyllus,Long Beach,-118.172028,33.849251,6037570602
201892803,Bauhinia variegata,Long Beach,-118.101003,33.788352,6037574500
2018101102,Pyrus kawakamii,Long Beach,-118.212807,33.822128,6037572301
2018101103,Chionanthus retusus,Long Beach,-118.186558,33.824917,6037572002
2018101106,Schinus terebinthifolius,Long Beach,-118.162636,33.764374,6037576700
2018101107,Koelreuteria bipinnata,Long Beach,-118.111759,33.792134,6037574300
2018101503,Lagerstroemia indica,Long Beach,-118.197553,33.792693,6037573004
2018101504,Lagerstroemia indica,Long Beach,-118.197555,33.792644,6037573004
2018101701,Geijera parviflora,Long Beach,-118.201808,33.793236,6037573003
2018101802,Geijera parviflora,Long Beach,-118.131841,33.829638,6037573601
2018101803,Geijera parviflora,Long Beach,-118.131923,33.829638,6037573601
2018102503,Lagerstroemia indica,Long Beach,-118.178241,33.871575,6037570501
2018102904,Geijera parviflora,Long Beach,-118.110891,33.805215,6037574400
2018110503,Lagerstroemia indica,Long Beach,-118.129262,33.834246,6037571200
2018110502,Cercis canadensis,Long Beach,-118.123298,33.817172,6037574100
201811603,Platanus racemosa,Long Beach,-118.198571,33.820589,6037572100
201811801,Tabebuia avellanedae,Long Beach,-118.100043,33.797768,6037574400
201811802,Cercidium hybrid,Long Beach,-118.117847,33.821581,6037573601
2018111401,Olea europaea - (Fruitless),Long Beach,-118.105204,33.806289,6037574400
2018111504,Lagerstroemia indica,Long Beach,-118.116245,33.795506,6037574300
2018112102,Lagerstroemia indica,Long Beach,-118.139447,33.774089,6037577603
2018120401,Bauhinia variegata,Long Beach,-118.193962,33.880378,6037570404
2018120402,Bauhinia variegata,Long Beach,-118.193964,33.880276,6037570404
201812501,Tipuana tipu,Long Beach,-118.111622,33.794393,6037574300
2018121101,Tabebuia avellanedae,Long Beach,-118.168651,33.831203,6037571900
2018121103,Tabebuia avellanedae,Long Beach,-118.168651,33.830898,6037571900
2018121105,Tabebuia avellanedae,Long Beach,-118.168651,33.831016,6037571900
2018121106,Tabebuia avellanedae,Long Beach,-118.168653,33.831061,6037571900
2018121302,Geijera parviflora,Long Beach,-118.092577,33.817146,6037574000
2018121303,Geijera parviflora,Long Beach,-118.092578,33.817185,6037574000
2018121801,Pyrus kawakamii,Long Beach,-118.156314,33.871771,6037570204
2018122001,Platanus racemosa,Long Beach,-118.104366,33.805684,6037574400
2018122002,Olea europaea - (Fruitless),Long Beach,-118.124932,33.820073,6037573601
2018122603,Tabebuia avellanedae,Long Beach,-118.112313,33.791058,6037574300
2018122702,Olea europaea - (Fruitless),Long Beach,-118.172949,33.834483,6037571504
2018122703,Geijera parviflora,Long Beach,-118.153829,33.869151,6037570204
2019012603,Lophostemon confertus,Long Beach,-118.178001,33.769333,6037576501
2019012604,Lophostemon confertus,Long Beach,-118.178001,33.769306,6037576501
2019012606,Lophostemon confertus,Long Beach,-118.177001,33.769139,6037576601
2019012607,Lophostemon confertus,Long Beach,-118.178001,33.769111,6037576601
2019012611,Lophostemon confertus,Long Beach,-118.176001,33.768889,6037576601
2019012612,Lophostemon confertus,Long Beach,-118.175001,33.769083,6037576501
2019012615,Arbus unedo,Long Beach,-118.181001,33.770639,6037576501
2019012617,Arbus unedo,Long Beach,-118.181001,33.770778,6037576501
2019012618,Arbus unedo,Long Beach,-118.181001,33.770722,6037576501
2019012620,Arbus unedo,Long Beach,-118.179001,33.770639,6037576501
2019012622,Arbus unedo,Long Beach,-118.179001,33.770389,6037576501
2019012625,Arbus unedo,Long Beach,-118.177001,33.770194,6037576501
2019012626,Arbus unedo,Long Beach,-118.176001,33.769972,6037576501
2019012628,Arbus unedo,Long Beach,-118.175001,33.769833,6037576501
2019012633,Tabebuia avellanedae,Long Beach,-118.180001,33.769751,6037576501
2019021601,Ulmus parviflora,Long Beach,-118.150751,33.865056,6037570100
2019021604,Ulmus parviflora,Long Beach,-118.149806,33.865056,6037570100
2019021612,Ulmus parviflora,Long Beach,-118.150751,33.865611,6037570100
2019021614,Ulmus parviflora,Long Beach,-118.150472,33.865751,6037570100
2019021615,Ulmus parviflora,Long Beach,-118.149889,33.865751,6037570100
2019021617,Ulmus parviflora,Long Beach,-118.148083,33.865639,6037570100
2019021621,Ulmus parviflora,Long Beach,-118.147889,33.865751,6037570100
2019021623,Ulmus parviflora,Long Beach,-118.148778,33.865751,6037570100
2019021624,Ulmus parviflora,Long Beach,-118.149111,33.865751,6037570100
2019021629,Pistacia chinensis,Long Beach,-118.150251,33.868111,6037570100
2019021630,Pistacia chinensis,Long Beach,-118.149806,33.868111,6037570100
2019021633,Pistacia chinensis,Long Beach,-118.149417,33.867751,6037570100
2019021639,Pistacia chinensis,Long Beach,-118.147251,33.868194,6037570100
2019021642,Geijera parviflora,Long Beach,-118.151028,33.833528,6037570100
2019021646,Lophostemon confertus,Long Beach,-118.147251,33.867056,6037570100
2019021647,Lophostemon confertus,Long Beach,-118.147251,33.866972,6037570100
2019031603,Pistacia chinensis,Long Beach,-118.187111,33.798278,6037573201
2019031604,Pistacia chinensis,Long Beach,-118.187028,33.798861,6037573201
2019031606,Pistacia chinensis,Long Beach,-118.187251,33.799444,6037573201
2019031608,Pistacia chinensis,Long Beach,-118.187251,33.799611,6037573201
2019031611,Pistacia chinensis,Long Beach,-118.187361,33.800694,6037573201
2019031614,Pistacia chinensis,Long Beach,-118.187139,33.802389,6037573201
2019031616,Tabebuia avellanedae,Long Beach,-118.187333,33.802528,6037573201
2019031620,Lophostemon confertus,Long Beach,-118.188306,33.798611,6037573201
2019031622,Lophostemon confertus,Long Beach,-118.188444,33.798861,6037573201
2019031625,Lophostemon confertus,Long Beach,-118.188501,33.799889,6037573201
2019031629,Lophostemon confertus,Long Beach,-118.188167,33.801528,6037573201
2019031631,Lophostemon confertus,Long Beach,-118.188167,33.802056,6037573201
2019031632,Tabebuia avellanedae,Long Beach,-118.188389,33.799806,6037573201
2019031640,Arbutus unedo,Long Beach,-118.186583,33.800722,6037573201
2019031641,Lophostemon confertus,Long Beach,-118.185778,33.800667,6037573201
2019031642,Lophostemon confertus,Long Beach,-118.185694,33.800667,6037573201
2019031646,Bauhinia blakeana,Long Beach,-118.188361,33.802639,6037573201
2019031647,Bauhinia blakeana,Long Beach,-118.187861,33.802528,6037573201
2019031649,Lophostemon confertus,Long Beach,-118.186194,33.7975,6037573201
2019031651,Lophostemon confertus,Long Beach,-118.186167,33.798361,6037573201
2019031654,Lophostemon confertus,Long Beach,-118.186306,33.800694,6037573201
2019031655,Lophostemon confertus,Long Beach,-118.186194,33.801833,6037573201
2019031657,Langerstroemia Indica,Long Beach,-118.188167,33.802333,6037573201
201901501,Geijera parviflora,Long Beach,-118.128311,33.810777,6037574100
201901701,Ulmas parvifolia,Long Beach,-118.182871,33.834991,6037571900
2019011401,Cercis occidentalis,Long Beach,-118.183364,33.820031,6037572001
2019012102,Handroanthus Impetiginosus,Long Beach,-118.168507,33.873792,6037570502
2019012301,Cercidium hybrid,Long Beach,-118.143649,33.774823,6037577100
2019012302,Cercidium hybrid,Long Beach,-118.143589,33.774738,6037577100
2019012401,Pistacia chinensis,Long Beach,-118.154409,33.875791,6037570203
2019012802,Cercidium hybrid,Long Beach,-118.140359,33.773589,6037577603
2019012803,Jacaranda mimosifolia,Long Beach,-118.134924,33.768132,6037577603
2019012805,Eucalyptus ficifolia,Long Beach,-118.105868,33.797686,6037574400
201902501,Tabebuia avellanedae,Long Beach,-118.198122,33.775961,6037575802
201902502,Tabebuia avellanedae,Long Beach,-118.198122,33.776007,6037575802
2019021805,Robinia ambigua idahoensis,Long Beach,-118.200524,33.776188,6037575801
2019021803,Handroanthus Impetiginosus,Long Beach,-118.126844,33.813198,6037574100
2019022501,Geijera parviflora,Long Beach,-118.138374,33.762837,6037577400
2019022701,Lagerstroemia indica,Long Beach,-118.141779,33.766205,6037577200
201903402,Citrus Sinesis,Long Beach,-118.209605,33.811522,6037572600
201903601,Prunus Persica,Long Beach,-118.196875,33.796505,6037573004
2019031103,Lagerstroemia indica,Long Beach,-118.116116,33.794846,6037574300
2019031102,Schinus molle,Long Beach,-118.124934,33.819283,6037573601
2019031201,Schinus molle,Long Beach,-118.124934,33.819241,6037573601
2019031304,Schinus terebinthifolius,Long Beach,-118.099557,33.788011,6037574500
2019032002,Punica Granatum,Long Beach,-118.186821,33.786498,6037575300
2019032501,Cercis occidentalis,Long Beach,-118.132941,33.801718,6037574201
2019032701,Persea Americana,Long Beach,-118.189233,33.868782,6037570301
2019092201,Langerstroemia Indica,Long Beach,-118.178262,33.877463,6037570202
2019092204,Langerstroemia Indica,Long Beach,-118.178391,33.877561,6037570202
2019092210,Langerstroemia Indica,Long Beach,-118.178041,33.878181,6037570202
2019092213,Langerstroemia Indica,Long Beach,-118.178281,33.878471,6037570202
2019092218,Tabebuia avellanedae,Long Beach,-118.179091,33.878369,6037570202
2019092223,Lophostemon confertus,Long Beach,-118.179971,33.878171,6037570202
2019092228,Lophostemon confertus,Long Beach,-118.180151,33.878911,6037570202
2019092229,Lophostemon confertus,Long Beach,-118.180161,33.879021,6037570202
2019092232,Lophostemon confertus,Long Beach,-118.181111,33.877911,6037570202
2019092239,Lophostemon confertus,Long Beach,-118.177641,33.878161,6037570202
2019062202,Tabebuia avellanedae,Long Beach,-118.173021,33.872531,6037570501
2019062209,Lagerstroemia indica,Long Beach,-118.171891,33.873341,6037570502
2019062218,Arbutus unedo,Long Beach,-118.170851,33.873571,6037570502
2019062222,Arbutus unedo,Long Beach,-118.170871,33.874021,6037570502
2019062225,Lagerstroemia indica,Long Beach,-118.169751,33.873961,6037570502
2019062226,Lagerstroemia indica,Long Beach,-118.169731,33.874121,6037570502
2019062230,Arbutus unedo,Long Beach,-118.172201,33.870981,6037570502
2019062232,Arbutus unedo,Long Beach,-118.171311,33.871091,6037570502
2019062233,Arbutus unedo,Long Beach,-118.171171,33.871081,6037570502
2019062234,Arbutus unedo,Long Beach,-118.170421,33.871051,6037570502
2019062237,Arbutus unedo,Long Beach,-118.169651,33.871001,6037570502
2019062238,Arbutus unedo,Long Beach,-118.172091,33.870961,6037570502
2019062239,Tabebuia avellanedae,Long Beach,-118.172961,33.871781,6037570502
2019062243,Tabebuia avellanedae,Long Beach,-118.171281,33.871921,6037570502
2019062245,Lagerstroemia indica,Long Beach,-118.172211,33.872881,6037570502
2019062246,Lagerstroemia indica,Long Beach,-118.172211,33.872791,6037570502
2019062252,Lagerstroemia indica,Long Beach,-118.170811,33.873051,6037570502
2019062254,Lagerstroemia indica,Long Beach,-118.169951,33.872881,6037570502
2019062256,Arbutus unedo,Long Beach,-118.170761,33.874391,6037570502
2019062257,Arbutus unedo,Long Beach,-118.169821,33.874451,6037570502
2019062259,Arbutus unedo,Long Beach,-118.169821,33.874381,6037570502
2019062260,Arbutus unedo,Long Beach,-118.169701,33.874391,6037570502
2019062261,Arbutus unedo,Long Beach,-118.169711,33.874401,6037570502
2019040801,Persea Americana,Long Beach,-118.197999,33.877384,6037570404
2019040803,Citrus Sinesis,Long Beach,-118.169915,33.878104,6037570202
2019050601,Citrus Limon,Long Beach,-118.193191,33.815141,6037572201
2019052301,Prunus Persica,Long Beach,-118.210969,33.815902,6037572302
2019052901,Citrus Aurantifolia,Long Beach,-118.178398,33.868673,6037570501
2019053001,Citrus Limon,Long Beach,-118.200149,33.849505,6037571701
2019060502,Persea Americana,Long Beach,-118.179118,33.873915,6037570501
2019060601,Punica Granatum,Long Beach,-118.176467,33.777428,6037576401
2019040803,Lagerstroemia indica,Long Beach,-118.126265,33.771529,6037577603
2019042901,Lagerstroemia indica,Long Beach,-118.201246,33.803116,6037573100
2019042902,Cercis occidentalis,Long Beach,-118.201035,33.820644,6037572100
2019050102,Geijera parviflora,Long Beach,-118.187008,33.792642,6037573202
2019052002,Cercidium hybrid,Long Beach,-118.171268,33.849631,6037571503
2019052004,Cercidium hybrid,Long Beach,-118.147291,33.797199,6037575001
2019052202,Cercidium hybrid,Long Beach,-118.1404,33.765956,6037577400
2019061001,Geijera parviflora,Long Beach,-118.178931,33.768182,6037576601
2019061007,Pyrus kawakamii,Long Beach,-118.126317,33.819921,6037573601
2019061203,Lagerstroemia indica,Long Beach,-118.129395,33.836382,6037571200
2019061701,Eucalyptus polanthermos,Long Beach,-118.196901,33.806936,6037572202
2019061703,Celtis reticulata,Long Beach,-118.103646,33.807635,6037574400
2019061704,Cassia leptophylla,Long Beach,-118.115447,33.794102,6037574300
2019061706,Schinus terebinthifolius,Long Beach,-118.115351,33.794009,6037574300
2019061909,Quercus agrifolia,Long Beach,-118.122287,33.802073,6037574300
2019062003,Cercis occidentalis,Long Beach,-118.135099,33.769777,6037577603
2019062401,Bauhinia variegata,Long Beach,-118.118487,33.806773,6037574300
2019062603,Ulmas parvifolia,Long Beach,-118.151004,33.768136,6037577100
20190911003,Pinus canariensis,Long Beach,-118.224111,33.793881,6037575278
20190911007,Pinus canariensis,Long Beach,-118.224021,33.793721,6037575278
20190911013,Pinus canariensis,Long Beach,-118.224221,33.793491,6037575278
20190911015,Pinus canariensis,Long Beach,-118.224261,33.793241,6037575278
20190911017,Pinus canariensis,Long Beach,-118.223531,33.793211,6037575278
20190911018,Pinus canariensis,Long Beach,-118.224381,33.793051,6037575278
20190911019,Pinus canariensis,Long Beach,-118.224201,33.792921,6037575278
20190911021,Pinus canariensis,Long Beach,-118.224111,33.794791,6037575278
20190911023,Pinus canariensis,Long Beach,-118.224021,33.792401,6037575278
20190911024,Pinus canariensis,Long Beach,-118.224181,33.791761,6037575278
20190911029,Pinus canariensis,Long Beach,-118.224181,33.792601,6037575278
20190911032,Lagerstroemia indica,Long Beach,-118.222911,33.793511,6037575278
20190911037,Lagerstroemia indica,Long Beach,-118.224141,33.793191,6037575278
